profile_id,type_profil,age,sexe,serie_ou_filiere,competences_clefs,objectif_ou_metier,filiere_associee,score_adéquation_global
STD_2026_0001,Étudiant,21,M,A1,Contrôle qualité HACCP; Process agroalimentaires; Résolution de problèmes,Biologiste industriel,IAA,50.94
STD_2026_0397,Étudiant,21,M,A1,Droit des contrats; Conseil d'entreprise; Résolution de problèmes,Gestionnaire de Contrats,DTJA,83.28
STD_2026_0398,Étudiant,18,F,A2,Analyse financière; Gestion des risques; Résolution de problèmes,Chef de Projet,EMP,71.93
STD_2026_0399,Étudiant,18,M,L,Gestion de trésorerie; Comptabilité générale & analytique; Résolution de problèmes,Contrôleur de Gestion,FIC,54.16
STD_2026_0400,Étudiant,21,F,C,Agronomie; Gestion d'exploitation; Résolution de problèmes,Agronome,AEE,79.8
STD_2026_0401,Étudiant,21,M,D,Process agroalimentaires; Contrôle qualité HACCP; Résolution de problèmes,Biologiste industriel,IAA,84.35
STD_2026_0402,Étudiant,17,M,S,Chimie organique; Analyse en laboratoire; Résolution de problèmes,Responsable contrôle qualité labo,PIP,79.48
STD_2026_0403,Étudiant,19,M,G,Automatisme PLC; Électrotechnique; Résolution de problèmes,Ingénieur Électromécanicien,EMII,49.21
STD_2026_0404,Étudiant,19,M,Technique,Conduite de chantier BTP; Calcul de structures; Résolution de problèmes,Conducteur de travaux,GCA,84.44
STD_2026_0405,Étudiant,20,M,A,Normes QHSE; Géologie minière; Résolution de problèmes,Géologue minier,ICMP,50.67
STD_2026_0406,Étudiant,21,M,A1,Signal & Traitement; C/C++ embarqué; Résolution de problèmes,Ingénieur Robotique,ESIIA,38.82
STD_2026_0407,Étudiant,18,M,A2,Algorithmique & Python; Génie Logiciel & Java/Web; Résolution de problèmes,Développeur Fullstack,IGGLIA,78.3
STD_2026_0408,Étudiant,21,F,L,Développement Web/Mobile; Infographie & 3D; Résolution de problèmes,Concepteur Multimédia,IMTICIA,76.58
STD_2026_0409,Étudiant,16,F,C,Statistiques inférentielles; Machine Learning & Deep Learning; Résolution de problèmes,Data Scientist,ISAIA,80.35
STD_2026_0410,Étudiant,17,M,D,Ingénierie touristique; Écotourisme & Biodiversité; Résolution de problèmes,Chef de projet Développement Durable,TEE,76.51
STD_2026_0411,Étudiant,16,M,S,Gestion événementielle; Communication interculturelle; Résolution de problèmes,Manager d'Hôtel,TEH,53.41
STD_2026_0412,Étudiant,20,F,G,Negociation internationale; Techniques de Vente; Résolution de problèmes,Chef de Produit Marketing,CAA,83.05
STD_2026_0413,Étudiant,16,M,Technique,Analyse fiscale; Conseil d'entreprise; Résolution de problèmes,Juriste d'Entreprise,DTJA,49.33
STD_2026_0414,Étudiant,18,M,A,Gestion de projet Agile/PMP; Étude d'impact économique; Résolution de problèmes,Consultant en Organisation,EMP,76.31
STD_2026_0415,Étudiant,20,F,A1,Comptabilité générale & analytique; Gestion de trésorerie; Résolution de problèmes,Comptable Senior,FIC,55.49
STD_2026_0416,Étudiant,19,M,A2,Zootechnie; Agronomie; Résolution de problèmes,Agronome,AEE,79.07
STD_2026_0417,Étudiant,21,M,L,Microbiologie; Process agroalimentaires; Résolution de problèmes,Responsable Qualité HACCP,IAA,47.57
STD_2026_0418,Étudiant,18,F,C,Chimie organique; Normes GMP/BPF; Résolution de problèmes,Technicien supérieur en pharmacologie,PIP,75.67
STD_2026_0419,Étudiant,18,M,D,Automatisme PLC; Maintenance industrielle; Résolution de problèmes,Ingénieur Électromécanicien,EMII,83.3
STD_2026_0420,Étudiant,19,F,S,AutoCAD/Revit; Métré et devis; Résolution de problèmes,Ingénieur Génie Civil,GCA,81.69
STD_2026_0421,Étudiant,16,F,G,Géologie minière; Génie des procédés; Résolution de problèmes,Géologue minier,ICMP,69.05
STD_2026_0422,Étudiant,21,M,Technique,Microcontrôleurs IoT; Signal & Traitement; Résolution de problèmes,Développeur IoT,ESIIA,82.01
STD_2026_0423,Étudiant,20,M,A,SQL & Bases de données; Algorithmique & Python; Résolution de problèmes,Data Scientist / IA,IGGLIA,61.81
STD_2026_0424,Étudiant,16,F,A1,Réseaux informatiques; UI/UX Design; Résolution de problèmes,Administrateur Réseaux & TIC,IMTICIA,69.59
STD_2026_0425,Étudiant,17,F,A2,Python / R Data; Machine Learning & Deep Learning; Résolution de problèmes,Data Scientist,ISAIA,51.41
STD_2026_0426,Étudiant,17,F,L,Écotourisme & Biodiversité; Ingénierie touristique; Résolution de problèmes,Responsable Parc Naturel,TEE,77.62
STD_2026_0427,Étudiant,17,F,C,Gestion événementielle; Management hôtelier; Résolution de problèmes,Manager d'Hôtel,TEH,48.99
STD_2026_0428,Étudiant,21,M,D,Analyse Marché; Negociation internationale; Résolution de problèmes,Chef de Produit Marketing,CAA,80.63
STD_2026_0429,Étudiant,17,M,S,Conseil d'entreprise; Rédaction juridique; Résolution de problèmes,Consultant Fiscaliste,DTJA,57.95
STD_2026_0430,Étudiant,20,M,G,Étude d'impact économique; Gestion de projet Agile/PMP; Résolution de problèmes,Consultant en Organisation,EMP,78.11
STD_2026_0431,Étudiant,18,F,Technique,Audit financier; Comptabilité générale & analytique; Résolution de problèmes,Auditeur Financier,FIC,57.54
STD_2026_0432,Étudiant,20,M,A,Analyse des sols; Agronomie; Résolution de problèmes,Chef d'exploitation,AEE,80.27
STD_2026_0433,Étudiant,20,F,A1,Process agroalimentaires; Microbiologie; Résolution de problèmes,Conducteur de ligne de production,IAA,43.83
STD_2026_0434,Étudiant,19,F,A2,Normes GMP/BPF; Pharmacologie; Résolution de problèmes,Responsable contrôle qualité labo,PIP,48.41
STD_2026_0435,Étudiant,18,M,L,Maintenance industrielle; Électrotechnique; Résolution de problèmes,Automaticien,EMII,48.68
STD_2026_0436,Étudiant,20,M,C,AutoCAD/Revit; Métré et devis; Résolution de problèmes,Architecte collaborateur,GCA,71.6
STD_2026_0437,Étudiant,19,F,D,Géologie minière; Génie des procédés; Résolution de problèmes,Géologue minier,ICMP,87.1
STD_2026_0438,Étudiant,20,M,S,Électronique numérique; C/C++ embarqué; Résolution de problèmes,Développeur IoT,ESIIA,84.23
STD_2026_0439,Étudiant,19,F,G,Machine Learning; SQL & Bases de données; Résolution de problèmes,Architecte SI,IGGLIA,76.67
STD_2026_0440,Étudiant,16,M,Technique,Infographie & 3D; UI/UX Design; Résolution de problèmes,Designer UI/UX,IMTICIA,84.02
STD_2026_0441,Étudiant,19,F,A,Python / R Data; Statistiques inférentielles; Résolution de problèmes,Data Scientist,ISAIA,47.71
STD_2026_0442,Étudiant,19,F,A1,Gestion de projets durables; Écotourisme & Biodiversité; Résolution de problèmes,Chef de projet Développement Durable,TEE,76.84
STD_2026_0443,Étudiant,17,M,A2,Yield Management; Management hôtelier; Résolution de problèmes,Manager d'Hôtel,TEH,82.36
STD_2026_0444,Étudiant,21,F,L,Marketing Digital; Analyse Marché; Résolution de problèmes,Chef de Produit Marketing,CAA,82.24
STD_2026_0445,Étudiant,16,M,C,Conseil d'entreprise; Droit des contrats; Résolution de problèmes,Consultant Fiscaliste,DTJA,44.32
STD_2026_0446,Étudiant,16,F,D,Gestion de projet Agile/PMP; Gestion des risques; Résolution de problèmes,Analyste Économique,EMP,82.0
STD_2026_0447,Étudiant,21,F,S,Comptabilité générale & analytique; Audit financier; Résolution de problèmes,Auditeur Financier,FIC,93.22
STD_2026_0448,Étudiant,16,M,G,Analyse des sols; Zootechnie; Résolution de problèmes,Conseiller agricole,AEE,53.59
STD_2026_0449,Étudiant,19,M,Technique,Biochimie alimentaire; Process agroalimentaires; Résolution de problèmes,Responsable Qualité HACCP,IAA,74.29
STD_2026_0450,Étudiant,16,F,A,Normes GMP/BPF; Pharmacologie; Résolution de problèmes,Délégué médical,PIP,48.84
STD_2026_0451,Étudiant,20,M,A1,Automatisme PLC; Maintenance industrielle; Résolution de problèmes,Ingénieur Électromécanicien,EMII,40.97
STD_2026_0452,Étudiant,20,F,A2,Conduite de chantier BTP; Métré et devis; Résolution de problèmes,Chef de chantier BTP,GCA,41.15
STD_2026_0453,Étudiant,17,F,L,Normes QHSE; Génie des procédés; Résolution de problèmes,Ingénieur Procédés,ICMP,38.53
STD_2026_0454,Étudiant,20,F,C,Signal & Traitement; Microcontrôleurs IoT; Résolution de problèmes,Ingénieur Robotique,ESIIA,78.14
STD_2026_0455,Étudiant,19,M,D,Algorithmique & Python; Machine Learning; Résolution de problèmes,Data Scientist / IA,IGGLIA,82.21
STD_2026_0456,Étudiant,16,F,S,Développement Web/Mobile; Infographie & 3D; Résolution de problèmes,Concepteur Multimédia,IMTICIA,89.81
STD_2026_0457,Étudiant,19,F,G,Machine Learning & Deep Learning; Statistiques inférentielles; Résolution de problèmes,Consultant Big Data,ISAIA,73.68
STD_2026_0458,Étudiant,21,F,Technique,Guide & Médiation; Ingénierie touristique; Résolution de problèmes,Guide Patrimoine,TEE,42.04
STD_2026_0459,Étudiant,19,M,A,Management hôtelier; Gestion événementielle; Résolution de problèmes,Manager d'Hôtel,TEH,71.18
STD_2026_0460,Étudiant,16,F,A1,Techniques de Vente; Negociation internationale; Résolution de problèmes,Directeur des Ventes,CAA,81.28
STD_2026_0461,Étudiant,20,M,A2,Conseil d'entreprise; Analyse fiscale; Résolution de problèmes,Consultant Fiscaliste,DTJA,83.56
STD_2026_0462,Étudiant,19,F,L,Gestion des risques; Analyse financière; Résolution de problèmes,Consultant en Organisation,EMP,59.03
STD_2026_0463,Étudiant,18,F,C,Comptabilité générale & analytique; Contrôle de gestion; Résolution de problèmes,Directeur Financier (CFO),FIC,84.37
STD_2026_0464,Étudiant,20,F,D,Gestion d'exploitation; Zootechnie; Résolution de problèmes,Responsable d'élevage,AEE,86.31
STD_2026_0465,Étudiant,19,F,S,Contrôle qualité HACCP; Process agroalimentaires; Résolution de problèmes,Biologiste industriel,IAA,85.45
STD_2026_0466,Étudiant,17,F,G,Analyse en laboratoire; Chimie organique; Résolution de problèmes,Technicien supérieur en pharmacologie,PIP,58.84
STD_2026_0467,Étudiant,21,M,Technique,Électrotechnique; Maintenance industrielle; Résolution de problèmes,Concepteur Mécatronique,EMII,75.05
STD_2026_0468,Étudiant,17,F,A,Conduite de chantier BTP; Métré et devis; Résolution de problèmes,Chef de chantier BTP,GCA,41.12
STD_2026_0469,Étudiant,21,F,A1,Géologie minière; Normes QHSE; Résolution de problèmes,Ingénieur Procédés,ICMP,40.04
STD_2026_0470,Étudiant,17,F,A2,Microcontrôleurs IoT; Électronique numérique; Résolution de problèmes,Ingénieur Systèmes Embarqués,ESIIA,58.62
STD_2026_0471,Étudiant,21,F,L,Algorithmique & Python; Génie Logiciel & Java/Web; Résolution de problèmes,Architecte SI,IGGLIA,45.2
STD_2026_0472,Étudiant,21,F,C,Infographie & 3D; UI/UX Design; Résolution de problèmes,Développeur Web/Mobile,IMTICIA,84.12
STD_2026_0473,Étudiant,20,F,D,Machine Learning & Deep Learning; Statistiques inférentielles; Résolution de problèmes,Consultant Big Data,ISAIA,79.24
STD_2026_0474,Étudiant,19,M,S,Ingénierie touristique; Écotourisme & Biodiversité; Résolution de problèmes,Responsable Parc Naturel,TEE,84.18
STD_2026_0475,Étudiant,20,M,G,Communication interculturelle; Gestion événementielle; Résolution de problèmes,Directeur de l'Hébergement,TEH,79.69
STD_2026_0476,Étudiant,19,M,Technique,Marketing Digital; Analyse Marché; Résolution de problèmes,Business Developer,CAA,52.2
STD_2026_0477,Étudiant,16,M,A,Droit des contrats; Conseil d'entreprise; Résolution de problèmes,Juriste d'Entreprise,DTJA,71.68
STD_2026_0478,Étudiant,17,F,A1,Analyse financière; Gestion des risques; Résolution de problèmes,Consultant en Organisation,EMP,78.05
STD_2026_0479,Étudiant,20,M,A2,Contrôle de gestion; Gestion de trésorerie; Résolution de problèmes,Auditeur Financier,FIC,53.99
STD_2026_0480,Étudiant,19,M,L,Zootechnie; Agronomie; Résolution de problèmes,Agronome,AEE,52.33
STD_2026_0481,Étudiant,16,M,C,Biochimie alimentaire; Contrôle qualité HACCP; Résolution de problèmes,Ingénieur Agroalimentaire,IAA,83.53
STD_2026_0482,Étudiant,16,M,D,Chimie organique; Pharmacologie; Résolution de problèmes,Assistant de recherche galénique,PIP,79.26
STD_2026_0483,Étudiant,18,F,S,Automatisme PLC; Maintenance industrielle; Résolution de problèmes,Concepteur Mécatronique,EMII,75.86
STD_2026_0484,Étudiant,19,F,G,Métré et devis; Calcul de structures; Résolution de problèmes,Conducteur de travaux,GCA,56.07
STD_2026_0485,Étudiant,16,F,Technique,Raffinage et extraction; Géologie minière; Résolution de problèmes,Responsable d'extraction,ICMP,87.44
STD_2026_0486,Étudiant,17,F,A,Signal & Traitement; Microcontrôleurs IoT; Résolution de problèmes,Ingénieur Systèmes Embarqués,ESIIA,55.9
STD_2026_0487,Étudiant,20,F,A1,Machine Learning; SQL & Bases de données; Résolution de problèmes,Data Scientist / IA,IGGLIA,71.87
STD_2026_0488,Étudiant,20,F,A2,Développement Web/Mobile; Infographie & 3D; Résolution de problèmes,Designer UI/UX,IMTICIA,80.38
STD_2026_0489,Étudiant,21,M,L,Machine Learning & Deep Learning; PowerBI & Analytics; Résolution de problèmes,Data Scientist,ISAIA,58.68
STD_2026_0490,Étudiant,16,M,C,Écotourisme & Biodiversité; Ingénierie touristique; Résolution de problèmes,Consultant Écotourisme,TEE,47.65
STD_2026_0491,Étudiant,16,F,D,Yield Management; Gestion événementielle; Résolution de problèmes,Directeur de l'Hébergement,TEH,78.13
STD_2026_0492,Étudiant,21,F,S,Analyse Marché; Marketing Digital; Résolution de problèmes,Chef de Produit Marketing,CAA,72.83
STD_2026_0493,Étudiant,17,M,G,Conseil d'entreprise; Analyse fiscale; Résolution de problèmes,Gestionnaire de Contrats,DTJA,77.41
STD_2026_0494,Étudiant,21,F,Technique,Étude d'impact économique; Gestion des risques; Résolution de problèmes,Chef de Projet,EMP,62.07
STD_2026_0495,Étudiant,16,F,A,Comptabilité générale & analytique; Audit financier; Résolution de problèmes,Directeur Financier (CFO),FIC,58.66
STD_2026_0496,Étudiant,17,M,A1,Agronomie; Zootechnie; Résolution de problèmes,Conseiller agricole,AEE,68.84
STD_2026_0497,Étudiant,21,F,A2,Contrôle qualité HACCP; Process agroalimentaires; Résolution de problèmes,Responsable Qualité HACCP,IAA,44.19
STD_2026_0498,Étudiant,17,F,L,Pharmacologie; Chimie organique; Résolution de problèmes,Responsable contrôle qualité labo,PIP,51.47
STD_2026_0499,Étudiant,16,M,C,Automatisme PLC; Électrotechnique; Résolution de problèmes,Ingénieur Électromécanicien,EMII,79.93
STD_2026_0500,Étudiant,18,M,D,Métré et devis; Calcul de structures; Résolution de problèmes,Chef de chantier BTP,GCA,91.05
STD_2026_0501,Étudiant,21,M,S,Normes QHSE; Génie des procédés; Résolution de problèmes,Ingénieur Procédés,ICMP,86.83
STD_2026_0502,Étudiant,21,M,G,Signal & Traitement; Électronique numérique; Résolution de problèmes,Concepteur Électronique,ESIIA,56.9
STD_2026_0503,Étudiant,20,M,Technique,Génie Logiciel & Java/Web; Algorithmique & Python; Résolution de problèmes,Ingénieur Génie Logiciel,IGGLIA,76.31
STD_2026_0504,Étudiant,21,F,A,Développement Web/Mobile; UI/UX Design; Résolution de problèmes,Designer UI/UX,IMTICIA,72.73
STD_2026_0505,Étudiant,19,F,A1,Statistiques inférentielles; Python / R Data; Résolution de problèmes,Data Scientist,ISAIA,50.96
STD_2026_0506,Étudiant,21,M,A2,Gestion de projets durables; Guide & Médiation; Résolution de problèmes,Responsable Parc Naturel,TEE,79.49
STD_2026_0507,Étudiant,21,F,L,Yield Management; Management hôtelier; Résolution de problèmes,Directeur de l'Hébergement,TEH,84.96
STD_2026_0508,Étudiant,18,F,C,Techniques de Vente; Negociation internationale; Résolution de problèmes,Responsable Commercial,CAA,77.69
STD_2026_0509,Étudiant,20,M,D,Droit des contrats; Conseil d'entreprise; Résolution de problèmes,Consultant Fiscaliste,DTJA,76.4
STD_2026_0510,Étudiant,16,M,S,Gestion des risques; Analyse financière; Résolution de problèmes,Chef de Projet,EMP,78.23
STD_2026_0511,Étudiant,17,M,G,Audit financier; Comptabilité générale & analytique; Résolution de problèmes,Auditeur Financier,FIC,87.97
STD_2026_0512,Étudiant,18,F,Technique,Zootechnie; Gestion d'exploitation; Résolution de problèmes,Conseiller agricole,AEE,54.77
STD_2026_0513,Étudiant,18,F,A,Biochimie alimentaire; Contrôle qualité HACCP; Résolution de problèmes,Conducteur de ligne de production,IAA,38.46
STD_2026_0514,Étudiant,21,M,A1,Chimie organique; Normes GMP/BPF; Résolution de problèmes,Assistant de recherche galénique,PIP,50.54
STD_2026_0515,Étudiant,18,M,A2,Électrotechnique; Automatisme PLC; Résolution de problèmes,Concepteur Mécatronique,EMII,47.75
STD_2026_0516,Étudiant,20,F,L,Métré et devis; Conduite de chantier BTP; Résolution de problèmes,Architecte collaborateur,GCA,43.07
STD_2026_0517,Étudiant,18,M,C,Géologie minière; Raffinage et extraction; Résolution de problèmes,Géologue minier,ICMP,84.53
STD_2026_0518,Étudiant,16,M,D,Électronique numérique; Signal & Traitement; Résolution de problèmes,Ingénieur Systèmes Embarqués,ESIIA,67.51
STD_2026_0519,Étudiant,17,F,S,Machine Learning; SQL & Bases de données; Résolution de problèmes,Ingénieur Génie Logiciel,IGGLIA,79.52
STD_2026_0520,Étudiant,21,M,G,Développement Web/Mobile; Infographie & 3D; Résolution de problèmes,Designer UI/UX,IMTICIA,74.05
STD_2026_0521,Étudiant,17,F,Technique,Statistiques inférentielles; PowerBI & Analytics; Résolution de problèmes,Statisticien Décisionnel,ISAIA,64.08
STD_2026_0522,Étudiant,21,M,A,Ingénierie touristique; Guide & Médiation; Résolution de problèmes,Chef de projet Développement Durable,TEE,70.01
STD_2026_0523,Étudiant,19,F,A1,Management hôtelier; Communication interculturelle; Résolution de problèmes,Chef de projet Événementiel,TEH,81.81
STD_2026_0524,Étudiant,18,F,A2,Negociation internationale; Marketing Digital; Résolution de problèmes,Directeur des Ventes,CAA,72.54
STD_2026_0525,Étudiant,19,F,L,Droit des contrats; Conseil d'entreprise; Résolution de problèmes,Gestionnaire de Contrats,DTJA,69.53
STD_2026_0526,Étudiant,16,M,C,Gestion de projet Agile/PMP; Gestion des risques; Résolution de problèmes,Chef de Projet,EMP,79.54
STD_2026_0527,Étudiant,19,F,D,Contrôle de gestion; Audit financier; Résolution de problèmes,Contrôleur de Gestion,FIC,80.96
STD_2026_0528,Étudiant,21,M,S,Analyse des sols; Zootechnie; Résolution de problèmes,Responsable d'élevage,AEE,80.12
STD_2026_0529,Étudiant,21,F,G,Microbiologie; Contrôle qualité HACCP; Résolution de problèmes,Responsable Qualité HACCP,IAA,53.2
STD_2026_0530,Étudiant,21,F,Technique,Analyse en laboratoire; Normes GMP/BPF; Résolution de problèmes,Assistant de recherche galénique,PIP,61.68
STD_2026_0531,Étudiant,20,M,A,CAO Mécanique; Automatisme PLC; Résolution de problèmes,Responsable Maintenance,EMII,41.98
STD_2026_0532,Étudiant,17,F,A1,Conduite de chantier BTP; Calcul de structures; Résolution de problèmes,Chef de chantier BTP,GCA,44.52
STD_2026_0533,Étudiant,19,M,A2,Raffinage et extraction; Normes QHSE; Résolution de problèmes,Responsable d'extraction,ICMP,50.93
STD_2026_0534,Étudiant,20,F,L,Électronique numérique; Microcontrôleurs IoT; Résolution de problèmes,Ingénieur Robotique,ESIIA,51.24
STD_2026_0535,Étudiant,20,F,C,Machine Learning; Algorithmique & Python; Résolution de problèmes,Data Scientist / IA,IGGLIA,77.47
STD_2026_0536,Étudiant,20,M,D,UI/UX Design; Infographie & 3D; Résolution de problèmes,Concepteur Multimédia,IMTICIA,75.93
STD_2026_0537,Étudiant,16,M,S,PowerBI & Analytics; Statistiques inférentielles; Résolution de problèmes,Consultant Big Data,ISAIA,81.32
STD_2026_0538,Étudiant,19,M,G,Gestion de projets durables; Écotourisme & Biodiversité; Résolution de problèmes,Consultant Écotourisme,TEE,72.44
STD_2026_0539,Étudiant,16,F,Technique,Communication interculturelle; Yield Management; Résolution de problèmes,Responsable d'Agence de Voyage,TEH,49.1
STD_2026_0540,Étudiant,20,M,A,Techniques de Vente; Marketing Digital; Résolution de problèmes,Directeur des Ventes,CAA,63.26
STD_2026_0541,Étudiant,16,M,A1,Conseil d'entreprise; Rédaction juridique; Résolution de problèmes,Gestionnaire de Contrats,DTJA,72.63
STD_2026_0542,Étudiant,20,M,A2,Gestion des risques; Analyse financière; Résolution de problèmes,Consultant en Organisation,EMP,81.36
STD_2026_0543,Étudiant,17,M,L,Contrôle de gestion; Comptabilité générale & analytique; Résolution de problèmes,Auditeur Financier,FIC,36.39
STD_2026_0544,Étudiant,16,M,C,Gestion d'exploitation; Zootechnie; Résolution de problèmes,Chef d'exploitation,AEE,80.49
STD_2026_0545,Étudiant,19,M,D,Contrôle qualité HACCP; Process agroalimentaires; Résolution de problèmes,Ingénieur Agroalimentaire,IAA,78.66
STD_2026_0546,Étudiant,16,M,S,Pharmacologie; Normes GMP/BPF; Résolution de problèmes,Assistant de recherche galénique,PIP,81.83
STD_2026_0547,Étudiant,18,M,G,CAO Mécanique; Maintenance industrielle; Résolution de problèmes,Concepteur Mécatronique,EMII,59.75
STD_2026_0548,Étudiant,16,M,Technique,Métré et devis; Calcul de structures; Résolution de problèmes,Chef de chantier BTP,GCA,80.14
STD_2026_0549,Étudiant,16,F,A,Géologie minière; Normes QHSE; Résolution de problèmes,Ingénieur Procédés,ICMP,45.17
STD_2026_0550,Étudiant,21,F,A1,Signal & Traitement; Microcontrôleurs IoT; Résolution de problèmes,Développeur IoT,ESIIA,53.48
STD_2026_0551,Étudiant,18,F,A2,SQL & Bases de données; Génie Logiciel & Java/Web; Résolution de problèmes,Data Scientist / IA,IGGLIA,76.49
STD_2026_0552,Étudiant,20,M,L,Développement Web/Mobile; Réseaux informatiques; Résolution de problèmes,Designer UI/UX,IMTICIA,76.8
STD_2026_0553,Étudiant,21,F,C,Statistiques inférentielles; PowerBI & Analytics; Résolution de problèmes,Data Scientist,ISAIA,82.94
STD_2026_0554,Étudiant,19,F,D,Guide & Médiation; Ingénierie touristique; Résolution de problèmes,Guide Patrimoine,TEE,77.54
STD_2026_0555,Étudiant,18,M,S,Gestion événementielle; Management hôtelier; Résolution de problèmes,Responsable d'Agence de Voyage,TEH,43.38
STD_2026_0556,Étudiant,18,M,G,Marketing Digital; Analyse Marché; Résolution de problèmes,Responsable Commercial,CAA,79.75
STD_2026_0557,Étudiant,20,M,Technique,Rédaction juridique; Analyse fiscale; Résolution de problèmes,Assistant Juridique,DTJA,49.77
STD_2026_0558,Étudiant,16,F,A,Analyse financière; Gestion de projet Agile/PMP; Résolution de problèmes,Chef de Projet,EMP,76.62
STD_2026_0559,Étudiant,21,F,A1,Contrôle de gestion; Comptabilité générale & analytique; Résolution de problèmes,Contrôleur de Gestion,FIC,48.42
STD_2026_0560,Étudiant,19,M,A2,Analyse des sols; Zootechnie; Résolution de problèmes,Responsable d'élevage,AEE,77.54
STD_2026_0561,Étudiant,21,F,L,Process agroalimentaires; Contrôle qualité HACCP; Résolution de problèmes,Conducteur de ligne de production,IAA,57.62
STD_2026_0562,Étudiant,17,F,C,Chimie organique; Analyse en laboratoire; Résolution de problèmes,Responsable contrôle qualité labo,PIP,82.17
STD_2026_0563,Étudiant,20,F,D,Maintenance industrielle; Électrotechnique; Résolution de problèmes,Concepteur Mécatronique,EMII,75.94
STD_2026_0564,Étudiant,20,F,S,Calcul de structures; Conduite de chantier BTP; Résolution de problèmes,Chef de chantier BTP,GCA,86.34
STD_2026_0565,Étudiant,21,M,G,Normes QHSE; Raffinage et extraction; Résolution de problèmes,Responsable d'extraction,ICMP,49.89
STD_2026_0566,Étudiant,17,M,Technique,Électronique numérique; Signal & Traitement; Résolution de problèmes,Concepteur Électronique,ESIIA,78.45
STD_2026_0567,Étudiant,20,M,A,Machine Learning; Algorithmique & Python; Résolution de problèmes,Data Scientist / IA,IGGLIA,71.61
STD_2026_0568,Étudiant,17,M,A1,Développement Web/Mobile; Infographie & 3D; Résolution de problèmes,Administrateur Réseaux & TIC,IMTICIA,70.56
STD_2026_0569,Étudiant,18,M,A2,Python / R Data; PowerBI & Analytics; Résolution de problèmes,Data Analyst,ISAIA,32.7
STD_2026_0570,Étudiant,20,M,L,Écotourisme & Biodiversité; Guide & Médiation; Résolution de problèmes,Chef de projet Développement Durable,TEE,75.18
STD_2026_0571,Étudiant,17,F,C,Management hôtelier; Yield Management; Résolution de problèmes,Manager d'Hôtel,TEH,56.2
STD_2026_0572,Étudiant,17,M,D,Negociation internationale; Techniques de Vente; Résolution de problèmes,Responsable Commercial,CAA,78.34
STD_2026_0573,Étudiant,21,M,S,Rédaction juridique; Conseil d'entreprise; Résolution de problèmes,Consultant Fiscaliste,DTJA,53.37
STD_2026_0574,Étudiant,16,M,G,Étude d'impact économique; Analyse financière; Résolution de problèmes,Chef de Projet,EMP,80.61
STD_2026_0575,Étudiant,16,F,Technique,Gestion de trésorerie; Contrôle de gestion; Résolution de problèmes,Auditeur Financier,FIC,56.09
STD_2026_0576,Étudiant,19,F,A,Agronomie; Gestion d'exploitation; Résolution de problèmes,Chef d'exploitation,AEE,75.04
STD_2026_0577,Étudiant,20,F,A1,Contrôle qualité HACCP; Process agroalimentaires; Résolution de problèmes,Responsable Qualité HACCP,IAA,45.25
STD_2026_0578,Étudiant,17,F,A2,Chimie organique; Pharmacologie; Résolution de problèmes,Assistant de recherche galénique,PIP,52.32
STD_2026_0579,Étudiant,16,M,L,CAO Mécanique; Électrotechnique; Résolution de problèmes,Automaticien,EMII,49.18
STD_2026_0580,Étudiant,20,F,C,AutoCAD/Revit; Conduite de chantier BTP; Résolution de problèmes,Conducteur de travaux,GCA,81.02
STD_2026_0581,Étudiant,16,M,D,Raffinage et extraction; Génie des procédés; Résolution de problèmes,Géologue minier,ICMP,84.85
STD_2026_0582,Étudiant,20,F,S,C/C++ embarqué; Microcontrôleurs IoT; Résolution de problèmes,Ingénieur Robotique,ESIIA,80.69
STD_2026_0583,Étudiant,16,F,G,Machine Learning; Algorithmique & Python; Résolution de problèmes,Data Scientist / IA,IGGLIA,80.49
STD_2026_0584,Étudiant,20,F,Technique,Réseaux informatiques; Infographie & 3D; Résolution de problèmes,Designer UI/UX,IMTICIA,86.07
STD_2026_0585,Étudiant,19,F,A,PowerBI & Analytics; Python / R Data; Résolution de problèmes,Data Analyst,ISAIA,59.11
STD_2026_0586,Étudiant,16,M,A1,Écotourisme & Biodiversité; Guide & Médiation; Résolution de problèmes,Consultant Écotourisme,TEE,80.98
STD_2026_0587,Étudiant,16,M,A2,Management hôtelier; Communication interculturelle; Résolution de problèmes,Responsable d'Agence de Voyage,TEH,80.46
STD_2026_0588,Étudiant,20,M,L,Analyse Marché; Negociation internationale; Résolution de problèmes,Directeur des Ventes,CAA,71.1
STD_2026_0589,Étudiant,16,F,C,Conseil d'entreprise; Rédaction juridique; Résolution de problèmes,Assistant Juridique,DTJA,51.72
STD_2026_0590,Étudiant,19,M,D,Étude d'impact économique; Gestion des risques; Résolution de problèmes,Scrum Master,EMP,76.33
STD_2026_0591,Étudiant,20,F,S,Comptabilité générale & analytique; Audit financier; Résolution de problèmes,Contrôleur de Gestion,FIC,85.65
STD_2026_0592,Étudiant,19,M,G,Gestion d'exploitation; Zootechnie; Résolution de problèmes,Agronome,AEE,50.2
STD_2026_0593,Étudiant,20,F,Technique,Contrôle qualité HACCP; Biochimie alimentaire; Résolution de problèmes,Conducteur de ligne de production,IAA,89.57
STD_2026_0594,Étudiant,20,M,A,Pharmacologie; Analyse en laboratoire; Résolution de problèmes,Technicien supérieur en pharmacologie,PIP,47.65
